raw_acc:magnitude_stats:mean,raw_acc:3d:mean_x,raw_acc:3d:mean_y,raw_acc:3d:mean_z,proc_gyro:magnitude_stats:mean,proc_gyro:3d:mean_x,proc_gyro:3d:mean_y,proc_gyro:3d:mean_z,raw_magnet:magnitude_stats:mean,raw_magnet:3d:mean_x,raw_magnet:3d:mean_y,raw_magnet:3d:mean_z,location_quick_features:mean_abs_lat_deriv,location_quick_features:mean_abs_long_deriv
1.005328,-0.080079,0.462297,-0.55332,0.656768,-0.061665,-0.047497,-0.006204,306.964477,,92.231506,-209.115371,0.000169,7e-05
0.992414,-0.375089,0.909603,,0.302333,-0.018811,0.002234,-0.007343,299.065676,-209.151444,118.893948,-177.580502,0.000427,0.000102
,-0.346115,0.914274,,,0.006099,,,289.098464,-200.480447,,-167.893611,6.1e-05,
,-0.343139,,,,-0.000962,-0.00287,,284.713259,-195.996758,124.558776,,0.000237,7.2e-05
0.992019,,0.917681,-0.028311,0.294442,,0.011656,-0.003834,286.900724,-197.586824,,-166.451405,0.001871,0.000501
,-0.357798,,,0.256771,-0.019653,,-0.020915,288.700843,,,-167.45864,,0.000133
0.991943,-0.348089,0.916424,-0.021795,0.207997,0.011679,0.012801,,288.352714,-199.797978,,-167.334868,,9.7e-05
,-0.356071,0.907029,,0.564395,-0.006748,-0.033012,-0.008358,288.052753,-197.413631,,-168.248911,0.000339,8.7e-05
0.998471,,0.932503,-0.007708,0.484911,0.013061,-0.000612,0.010448,,-200.414346,,-168.029657,0.000152,5.8e-05
0.991564,-0.089923,0.945243,-0.177561,0.23178,-0.007457,0.003044,,297.005474,,130.737717,-180.717868,3e-05,4.8e-05
,,,-0.867792,0.530491,,,-0.008246,308.236821,-182.088567,,-232.073347,1.6e-05,2.4e-05
1.009746,,0.912895,0.025303,1.090303,0.145629,,-0.03687,273.126186,,126.197883,-189.051377,0.001168,0.000215
1.009533,0.323916,,0.00962,,0.012249,,-0.035299,268.380139,,122.807981,-192.102622,0.001858,0.000382
,0.183987,0.688093,0.336227,1.04351,,-0.006549,-0.044476,249.03471,,,-172.792494,0.003443,0.000748
0.995015,0.32849,,0.100839,0.489615,0.039431,0.091959,,272.87638,-155.244166,124.952887,-186.319028,,
0.993344,,0.911624,0.054594,0.310035,,0.006597,,259.197613,-146.357054,,-176.797097,,0.000765
1.010677,0.305111,,0.053626,0.673842,,0.018384,-0.010568,268.565431,-159.608316,122.059405,,,0.002498
0.994389,,0.931383,0.208332,0.214735,,0.007009,,292.324803,-182.704506,,,0.002058,
0.994538,0.141016,0.935298,0.228002,0.298121,-0.019259,-0.03585,-0.024437,,,129.487393,-185.296815,0.00253,
0.992684,0.183985,0.945181,,,0.009691,-0.008103,,293.435146,,131.273997,-185.924205,0.000132,2.4e-05
0.993182,0.08968,0.914929,,0.251135,0.01382,,0.002067,292.016466,-188.605282,128.786989,-181.920226,0.000255,
0.994573,0.223165,0.925414,,,-0.007184,,-0.002702,,-183.21228,132.540734,,0.000122,
0.996077,0.246493,,0.160784,0.20985,0.002393,,0.000621,293.556593,,131.485227,-188.7589,,
0.996256,0.316987,0.932653,0.029092,0.367017,0.046953,,,281.024831,-156.966218,125.275592,,0.005608,0.003153
0.994905,,0.900989,,0.485985,0.038027,0.104567,,273.628433,-153.145898,125.682918,-188.535486,,0.001536
,0.327547,,0.103113,0.419851,0.003488,0.070186,-0.000274,288.898026,-161.696497,129.683276,-201.198943,0.003512,0.000667
0.993194,,0.951873,0.04528,0.186769,-0.015686,,-0.005918,295.587031,-178.396156,132.314584,-194.926916,0.001015,
0.995425,0.3513,0.915465,0.044521,0.376061,0.042658,,0.012664,278.503326,-152.152026,126.946671,-195.536,0.00139,0.000269
0.997342,,0.929621,0.041103,0.416281,,0.120721,0.01287,281.437309,-161.012526,,-191.934333,0.006351,0.001198
,0.293257,0.947507,-0.010873,0.671321,0.036724,0.081319,,264.855184,,125.766472,-171.974974,0.002119,0.000395
0.999968,,0.934831,-0.042851,0.414942,-0.033289,-0.105258,,269.845856,-147.394063,126.83285,-186.552843,0.000892,0.000613
,,0.907513,0.158303,,,-0.03657,0.006413,,-165.664042,,-192.592094,0.001357,
0.997639,0.329716,0.926221,-0.017932,0.44747,,-0.054891,-0.004762,261.236892,-141.146043,124.104771,,0.006407,0.003574
0.992859,0.335441,,-0.075987,,,0.009723,,261.166205,-134.764748,124.433445,,,0.001284
0.996047,0.333118,0.921726,0.006977,,0.051301,,,284.737644,-161.125413,128.850507,-196.060628,0.013936,0.002647
,0.351563,0.923701,-0.028465,0.350093,0.038776,0.111777,,275.244061,-162.789304,,-179.93467,0.003599,0.000688
1.005083,0.289149,0.941412,0.0266,0.708191,0.016236,,0.004732,265.532153,-164.06668,124.606521,,0.000306,0.000157
,0.294118,,0.00234,0.530394,,,,267.382248,-159.706179,,-175.088208,0.000186,
0.996925,0.322854,0.927306,0.046007,0.472294,0.008334,0.017998,-2.2e-05,,-164.549344,121.798299,,0.000974,0.000545
1.007639,0.277157,,,0.767187,-0.004585,-0.010786,0.00456,285.024818,-160.477068,,-197.650113,,0.002336
1.001327,0.307072,,,0.564188,0.005459,0.045061,0.008092,292.499563,-170.027548,,-199.902767,,0.002703
,0.310446,,0.1059,0.671714,,0.074467,0.002195,292.433229,,,-198.89678,0.020174,0.003751
1.000507,0.300532,0.928676,,0.609365,0.006876,0.0184,-0.000472,289.110324,,127.61766,,0.012555,0.002375
1.005276,0.337501,,0.036947,0.557954,-0.026901,,-0.009158,277.277297,,,-192.642227,0.013781,0.002328
,0.308563,0.927265,0.056694,0.614884,0.008503,,,285.44093,-167.0425,119.536588,-198.02247,,0.001317
0.995563,,0.913916,,,,,0.005319,290.651738,-176.492112,119.729914,-197.367829,0.00109,
1.016165,,0.936596,0.010281,0.791384,0.038182,0.12784,,,,123.374741,-191.780398,0.003769,0.0021
,0.30854,0.934572,,0.449965,-0.014344,,,290.629865,-172.465763,,-194.930037,,0.000382
1.001636,,0.937736,0.00837,0.523813,0.001311,-0.009958,,274.118516,-166.495666,,-177.104759,,0.000785
0.992505,,0.953324,-0.062744,,,0.013209,,274.970307,-173.055733,124.461794,-173.679702,,0.000421
1.010883,0.317947,,,0.748559,,-0.032907,-0.0105,262.78828,-143.270923,124.930719,-181.020329,,0.001996
1.005588,0.30506,,0.019602,0.627141,0.018783,0.038859,,263.093344,-152.761955,123.521813,-174.445633,0.014731,
1.014092,,,-0.021814,0.76323,,-0.199942,-0.029331,272.002461,-150.279316,127.175166,,0.021413,0.00421
,0.329305,0.931017,-0.034914,0.65199,-2.2e-05,-0.011112,,276.694893,-171.282817,,-175.508826,,0.001935
,,0.951913,-0.002463,0.887487,-0.077632,-0.264495,,,,125.205893,-185.290783,0.012747,
,,0.928259,7e-06,0.70339,-0.021159,-0.060951,-0.016476,264.654793,,,-183.639724,,0.002615
,,0.954708,,0.613628,,-0.032015,,,-176.502413,127.02042,-174.374074,,0.002481
1.000875,0.264385,0.941812,,0.309079,-0.008335,-0.03919,-0.002526,,-181.437647,133.718802,,0.011626,0.002206
1.014039,0.300401,0.941004,,0.953112,,0.24315,0.009859,269.42854,-158.136287,125.74878,-177.696162,,0.002259
,0.2979,0.939239,,,0.107087,0.318794,0.008397,,-169.033891,125.25172,,0.012685,
1.023285,0.292767,,,0.88116,,-0.057414,-0.021824,279.970847,-161.1076,119.259922,,0.018046,0.003385
0.994903,0.329909,0.92482,,0.378247,-0.033938,-0.125517,-0.014972,,-168.032293,124.402752,-177.103927,,0.004426
,0.300498,0.939946,-0.047612,0.402573,-1.9e-05,-0.004077,-0.006052,266.318129,,125.776916,,,0.001083
0.995826,0.309733,0.937358,0.008893,,,,0.002386,269.910558,,125.101238,-170.488251,0.001693,
,,0.930865,,0.880262,,,-0.020657,269.016862,,,-179.085115,,0.000907
,0.302161,0.940963,,0.800852,,0.025507,0.002938,,-159.426968,126.466236,,,0.003471
,0.279722,0.942574,,,-0.01592,-0.034961,,,-169.308595,,,0.002447,0.000464
1.019241,0.289861,0.947943,0.000125,0.80622,,0.107539,-0.003608,,-161.177993,124.031875,,0.016742,
,,,0.014421,,0.001201,0.017334,-0.039743,284.215903,-178.296575,128.806172,-179.80341,,
0.996493,0.275418,,0.096719,,-0.003425,,-0.009826,294.976404,-184.14885,129.486327,,0.014918,0.002839
,0.200108,0.969348,0.005185,0.042418,-0.000325,-0.00159,0.002588,,-177.449284,122.397671,-169.017546,0.003349,0.000642
0.99387,0.37991,,0.292849,,0.042682,0.076182,0.007234,277.87595,-175.599966,119.663198,,0.000663,0.000125
,,0.946888,0.013864,,0.005421,,,291.428724,-185.273419,126.123281,,,
0.990821,0.448581,0.813385,,,-0.003154,0.006547,0.000988,282.843812,,,-184.6195,0.011108,
,0.295963,,,0.1149,-0.005618,,-0.00157,287.859744,-185.115894,127.512152,-179.69503,0.000365,
0.992316,0.291466,0.944757,0.036007,0.18796,0.00128,0.012988,0.005614,,-180.671694,125.089088,-179.576459,0.005852,0.001106
,0.256556,,0.325289,,0.004604,-0.020659,-0.010957,,-182.684761,128.327229,,,0.000121
0.993889,0.237672,,0.10606,0.257937,-0.003589,,-0.000215,294.770349,-184.039611,130.538211,-189.658173,,
,0.258067,,,,0.059664,0.238011,-0.000156,281.649213,-165.774997,,,,0.000743
0.989949,,0.960065,0.199641,,0.00013,0.001667,0.002328,296.484802,-187.066509,131.879763,-188.454983,0.000604,
0.992228,,,0.082843,,,-0.003385,0.00096,,,133.499686,,0.000178,3.4e-05
,0.109814,,,0.299092,,,,293.100652,-186.696946,,-183.837343,,0.000453
0.995296,,,,0.27744,-0.009575,-0.011009,-0.003843,296.343084,-183.275805,133.616278,,0.0003,6.2e-05
1.001664,,0.914948,0.133351,0.436837,-0.006245,-0.007263,,295.002947,-176.788277,,,,0.002609
1.003941,0.287532,0.932457,0.116675,0.587699,,-0.099351,,286.729194,-167.952887,,,,
0.996683,0.29228,,0.051439,0.390857,-0.013763,-0.007453,0.003505,,,132.086729,-198.874521,,0.000836
0.998817,,0.932931,0.071543,,-0.002487,,0.003699,284.304661,,127.035767,,,
0.998838,,0.940142,,0.582163,,-0.105812,-0.007373,,-168.154622,126.732884,,0.002185,0.000415
0.998958,0.311929,0.936316,-0.017299,0.493424,0.016389,,0.008894,265.076326,-149.885716,125.602987,-178.303166,,
1.007182,0.309499,0.940807,-0.007826,0.668988,,-0.080044,-0.017787,265.679752,,,,0.012775,0.002405
0.995911,0.293487,,-0.012133,0.499696,0.001223,0.022206,-0.005915,,-176.480308,128.09703,,,0.00124
0.997766,0.321421,0.935117,-0.030722,0.36743,,-0.065998,,266.029896,,129.669634,-181.095841,0.003977,0.002146
1.010793,,0.941672,0.009868,0.652769,,,,272.709688,-165.328817,,-176.927318,0.000568,
1.01642,,0.938172,0.099666,,0.068964,0.188912,0.013001,,-170.946305,123.663555,-186.106223,,
,0.304555,0.935678,-0.020339,,-0.050548,-0.092509,-0.012334,274.54229,,,-176.513981,0.000713,
1.017114,0.279332,,0.077702,0.99034,-0.100272,,,,-168.362153,129.246535,,,0.001662
,,,0.00777,0.514754,0.003211,0.00771,-0.001702,267.34792,-158.518297,127.014452,,,0.002467
0.99259,0.293549,0.943816,-0.037859,,0.010923,0.02572,,278.806763,,128.841555,-174.166886,,0.000628
0.997069,,0.943199,-0.029571,0.432783,,,0.01252,278.076459,-157.010429,,,0.001946,
1.005562,0.299366,0.939864,0.026541,0.828243,-0.170948,-0.534588,-0.061503,278.257089,-164.843148,125.195662,,0.003145,0.001772
1.015819,0.279313,0.946423,0.028538,0.99353,0.040242,0.180923,0.002717,,,122.912423,-182.262004,,0.002976
1.010852,0.320023,0.938825,,,,-0.234937,-0.042299,270.272701,-153.354286,,,0.003597,0.001984
1.008672,0.289365,0.945178,-0.010021,0.494252,,-0.074069,-0.022105,268.703516,-151.413114,116.210204,-189.033903,,
1.000913,0.336609,0.925144,0.026632,0.435208,-0.034648,,-0.005693,265.207462,,118.442288,,0.002379,0.001375
1.006372,0.310644,,0.101912,0.523616,0.007213,,0.009786,288.802538,-173.196734,,,,
,0.30754,0.941882,,0.639461,0.004681,,,,-173.173984,,,,
,0.292952,0.945965,,,-0.037248,-0.133627,-0.028375,,-177.298626,128.553805,-184.743481,,0.001452
0.994554,0.3186,0.935588,,,,-0.082586,-0.004348,,-150.598659,125.821677,,0.025017,0.004751
,0.306532,,-0.030514,0.227135,0.002409,0.005666,0.000592,263.223836,-140.700721,126.591993,-182.904163,0.022844,
0.99696,0.28274,0.948616,-0.040557,0.34582,0.013269,,0.000564,285.731744,,130.834913,-180.085485,0.004568,0.000865
1.015493,0.312343,0.936218,0.038687,0.897113,-0.061017,,-0.062242,268.883261,,,-174.49535,0.010436,0.001918
1.005423,,,0.026775,0.583079,,0.053199,-0.00879,264.786528,,128.690646,-179.314561,0.014582,
1.003873,0.296958,0.93951,0.008297,0.70904,-0.043879,,-0.022624,277.370502,-169.9681,127.638762,-177.803292,0.009374,0.001758
1.011916,0.284735,0.94144,0.067456,0.919934,-0.006533,,,287.795366,,125.590625,-193.704588,0.011534,
,,,,0.806749,-0.056808,-0.187143,,284.467794,-177.710253,,-181.583233,,0.002283
1.019989,0.299878,0.944707,0.004121,0.741628,,0.149486,-0.008955,272.187633,,,,0.019779,
1.009239,0.286303,,0.047217,0.705535,,,0.007414,,-165.103474,123.569131,-186.806628,,0.00026
1.00851,0.2884,0.942608,0.000331,0.857333,0.085805,0.284296,0.00424,,-170.885569,126.184028,,,0.001824
1.025009,,0.952672,0.022037,,-0.03314,-0.132867,-0.024523,277.144088,,126.590288,-174.757664,,
0.999882,0.318899,0.933379,-0.002921,0.320499,-0.020823,-0.053541,,,,,-177.642285,0.004421,0.002484
1.014811,0.286793,0.947426,0.005845,0.72764,,0.074015,,269.679714,-165.860413,,,0.006135,0.003425
1.012666,0.306181,,,,,0.035311,-0.015116,,-175.570779,,,,0.002098
,0.280604,,-0.01157,,,,-0.01466,284.033147,,,,,0.000561
,0.294279,0.951974,-0.00618,,-0.000229,0.058969,-0.017141,,-161.951886,,-180.477188,0.012262,0.002352
1.006455,0.297648,0.941538,-0.003663,0.637232,0.011791,0.031122,,,-169.892771,129.125041,-176.100229,0.018427,0.003452
1.018694,0.298026,0.939293,0.045309,0.736951,-0.078177,-0.189294,-0.036055,285.695862,-172.812792,127.20458,-188.188716,0.015653,0.002927
1.01392,0.311847,0.940395,0.02611,,-0.021683,,-0.009186,263.51696,-159.3731,124.876793,-168.451522,0.014157,0.0026
1.007124,,0.947044,,,-0.03849,,,275.290986,-171.67749,127.188381,,0.010572,
1.004174,0.301406,0.938666,0.007064,0.808823,,0.081309,,268.049994,,,-173.943888,0.015414,0.00295
,0.277293,0.948913,-0.015249,0.55363,,-0.150962,-0.026028,275.93534,,,,0.002658,0.000507
,,0.937691,,0.536547,0.00253,0.039023,,288.689997,-181.917092,,-182.310472,,0.00204
,0.293794,0.949791,,0.72613,,-0.067107,-0.012553,266.334379,-156.8602,125.527106,-174.394044,0.002923,0.001623
,0.292995,0.945277,,,-0.008005,-0.05639,-0.008039,280.388425,-177.915209,127.166853,-175.418546,,0.000366
,0.327184,0.935604,-0.009563,0.165715,0.013354,0.041434,,289.141028,-181.45782,128.818108,-184.483039,7.1e-05,4.3e-05
0.998042,0.319007,0.935523,-0.051273,0.356204,,,-0.009645,263.361061,,,,0.000549,0.000302
0.994352,0.291625,0.942521,-0.024484,0.264775,-0.004093,0.012253,,270.617394,-167.956536,126.383535,-170.422933,0.000159,0.000101
0.996341,0.362399,0.909824,0.104821,,-0.003439,,-0.00089,291.840961,-180.697019,,,0.000219,0.000128
1.031213,0.271255,0.952052,0.076435,0.698063,-0.037946,,-0.034426,293.891807,,129.433679,-194.636936,0.005358,
0.997488,0.262046,0.952901,0.061654,0.305595,0.002682,-0.002568,,,-185.382229,,,2.3e-05,1.4e-05
0.991548,,,0.261535,,-0.006676,0.011386,,287.619194,,122.760022,-176.385217,0.000418,8.8e-05
0.999296,0.29846,,,,0.009813,-0.027819,-0.001045,284.463758,-182.417354,126.522294,,,0.000331
0.9957,,0.951526,0.279829,0.185289,,0.001275,,298.008855,,128.80127,-189.044305,,0.000315
1.023767,0.269567,0.938605,,,,,-0.031652,,-166.075026,,-195.515407,0.000172,3e-05
,0.339102,0.920657,0.013086,0.764807,0.119144,,0.020125,,,122.325627,-186.986774,,0.000781
,,,-0.051323,0.682933,0.020529,-0.008577,0.023822,273.544233,-145.97676,125.650732,-194.065712,0.014945,0.00284
,0.336087,0.922053,-0.04199,0.533828,0.021832,,0.00947,273.578294,-147.387195,120.559058,-196.378484,,0.000956
1.008487,0.290565,0.94664,,0.684417,-0.046192,,-0.036602,,-161.469437,127.374033,-181.286804,0.010732,0.002049
1.004504,0.325167,0.92323,0.089597,,0.000975,,-0.028427,265.119602,,119.566216,-183.339343,,
,0.178969,,0.379277,0.556122,,,,,-158.735271,,-176.720754,0.009971,0.001898
1.002388,0.30751,,0.079136,,,0.015468,-0.008356,283.2371,-160.045482,123.803167,-198.1296,,0.002085
,0.299302,0.934418,0.07557,0.523203,0.005096,0.010137,-0.005211,287.247429,,123.954076,-200.24184,,0.00036
1.003702,0.335998,0.92844,,,0.000288,,0.003452,,-147.945832,,-194.458246,0.009124,0.001729
1.001595,0.297814,0.928022,,0.561964,-0.016164,-0.023168,-0.024907,285.339787,-161.646493,123.437406,,0.003633,0.000695
0.999254,0.26742,0.942805,,,0.024279,0.047151,,277.116577,-154.032248,,-197.036036,0.000239,5e-05
0.993116,0.275129,,,0.319924,0.005607,,,,,121.683412,-201.284231,,
,0.338285,0.912306,,,-0.00798,,,273.494479,,118.456995,-194.326985,0.001552,
0.996066,0.311575,,0.145722,,,,-0.006471,277.988902,-154.368331,,-194.969144,0.003191,0.000604
0.998255,,0.945717,0.149887,0.229172,,-0.005915,-0.01313,,-160.55068,121.40355,-197.264235,,0.000136
0.999892,0.290898,,0.067505,0.387736,-0.000628,-0.019607,,281.401431,,,,8.6e-05,5.8e-05
,0.316247,0.938403,-0.009475,0.79668,0.023128,0.084352,,286.1977,-161.37887,120.621084,,,
1.003618,,0.918615,0.074167,0.462802,-0.016891,,,,,115.080308,,,
1.026233,0.339316,,,0.754659,0.011743,0.05849,,,,,,0.004554,0.002505
0.999948,0.340617,0.920022,,0.435396,0.006526,0.029442,-0.000678,279.334441,,121.424438,,,0.000248
,,0.924332,,,-0.007692,,-0.009938,281.299144,-156.835305,,,0.002848,0.001588
1.009002,,0.921699,0.102549,,0.004284,-0.008079,-0.006624,288.135725,,123.65439,,0.000802,0.000455
1.003434,0.283223,0.944097,-0.001588,,-0.011951,-0.035897,,276.616115,-154.84284,,-199.743424,0.000253,
,0.31662,0.92724,,,,-0.017877,0.000614,291.208907,,,-201.686751,0.001373,0.000763
,0.325934,,-0.019573,,0.032017,0.034579,,263.623672,-140.27493,123.951518,,0.013252,0.00249
1.005452,0.29607,0.933667,,,-0.001475,-0.008757,0.003461,293.956889,,131.804096,-201.104502,0.013576,
,,0.937079,,0.932387,0.00557,,-0.010353,,,,-197.561704,,0.003364
1.01675,0.291771,0.936992,0.052079,0.909786,-0.013631,-0.052067,,282.857126,-158.442754,127.465472,,0.02088,
1.001263,,0.94913,,,,0.055466,,265.161802,-155.323358,123.73901,-175.052845,0.017982,0.003472
,0.285066,0.935799,,0.7052,,-0.104631,-0.000119,287.96987,,,-192.481219,0.006195,0.001186
1.00646,0.286761,0.940878,-0.009406,,-0.005084,-0.054736,-0.01632,267.606447,-151.797701,124.388684,-181.145349,0.013567,0.002643
1.007841,0.301938,,,,0.122107,0.389288,0.017094,269.408254,-158.470868,,-177.400148,0.012456,0.002397
,,0.930657,,0.554666,0.049826,,0.009923,269.80679,-152.227141,,,0.005696,
,0.295833,,0.062547,,0.075413,0.197101,0.016849,,,,-192.558187,0.001576,0.00029
,0.281884,0.936136,,,-0.009799,,,287.073723,-170.468792,122.878533,-195.450712,,0.001309
0.999159,0.292423,0.937914,0.036424,,0.034787,,0.01435,,-167.712949,118.493444,-195.043616,0.003841,0.002114
1.011379,0.311295,0.935416,0.090747,,-0.037855,,-0.063494,,,122.899207,,0.00408,
1.013925,0.273843,0.95015,,0.808781,-0.005406,,,,-153.891891,,-177.683472,0.004252,0.002375
1.006306,0.302043,0.937746,,,0.017658,,-0.027691,271.5355,,,-174.074733,0.005083,0.002802
0.997694,0.289527,0.943381,-0.014192,0.477458,,0.075324,0.000293,267.198062,-161.870977,125.770095,-171.027856,,0.000604
,,0.950627,-0.015261,0.604057,-0.004469,,0.004566,269.976333,-167.853521,125.959797,-169.7244,0.011415,
1.000369,,0.946509,,0.510802,0.039265,0.081367,0.010767,,,,,,
1.003109,0.313313,0.929479,0.05358,0.896467,0.025147,0.013836,-0.031893,280.352019,-160.274473,,-191.991123,0.007632,0.001444
1.010856,0.283172,0.940773,-0.019251,,,,-0.026801,274.477572,-160.44509,126.674695,,0.00286,
0.996374,,,0.036878,0.361828,-0.04281,-0.099057,-0.00893,,,,,0.002359,0.001324
1.009353,0.288249,0.940822,,,,0.131945,-0.007451,285.358644,-167.952672,119.964803,-196.791196,0.005897,0.003317
1.01242,0.286765,0.94471,,0.893505,0.049489,0.175577,,282.828783,,120.134468,,0.001757,0.000984
,0.285907,0.94259,-0.045759,,,,-0.007988,263.399984,-143.919483,125.999016,,0.006962,
1.022375,0.307391,0.932632,0.035712,0.869082,,,,275.381821,,125.516662,-185.538327,0.004941,0.000936
1.018557,0.279902,0.95102,0.035736,,0.014649,,-0.008735,282.74429,-184.248429,123.312715,-175.341162,0.00343,0.000653
1.037045,-0.136713,,-0.897386,0.930168,0.058251,0.071518,-0.097872,,,89.502788,-229.061626,0.004385,
1.233396,0.008805,1.017071,0.110415,,-0.034685,,-0.174492,296.317934,-171.724276,,-200.801,,0.000881
1.278199,0.021934,1.031856,0.086819,2.598919,,0.074895,-0.142265,300.0901,-175.622286,133.805127,-202.831904,0.000345,
1.275951,0.051378,1.024876,0.093315,2.443582,-0.028192,0.044722,-0.136175,300.740888,,132.796725,-204.286591,0.000243,
1.301058,0.0543,,0.101543,2.672577,-0.023799,0.068202,,,-197.767743,129.420678,-181.395807,,
1.38075,0.075018,1.046991,0.051036,2.851543,,0.044043,-0.174518,301.428006,,130.99051,-196.136764,0.000336,0.000522
1.339729,0.074296,,,2.887145,-0.008851,0.057032,-0.182268,301.976978,-200.842714,129.539613,,0.000132,0.000207
1.012008,,-0.164899,0.942787,0.314448,-0.036986,-0.021195,0.132589,,-187.480712,,,0.000151,0.000177
,,-0.145201,0.905033,0.122042,0.000352,-0.000364,0.001467,259.504761,-194.608429,,-164.060833,,0.001195
1.011117,,-0.14521,0.913932,,0.007533,-0.002261,,,-180.401282,62.956938,-160.05207,5.4e-05,3.8e-05
1.071719,-0.095485,0.403928,0.556752,0.878297,0.036229,-0.113457,-0.011598,279.92192,-199.028163,86.724407,,7.1e-05,0.00048
1.389812,0.084893,1.046761,,3.173294,-0.01319,0.082424,-0.205202,,-168.819922,131.22817,-202.102168,,6.9e-05
1.355316,,1.044113,,3.038683,-0.038907,0.073969,-0.173367,290.698603,-164.405983,129.626365,-201.25074,9.5e-05,0.000108
1.378063,0.081775,1.048422,0.055608,3.091107,-0.050945,0.045297,-0.176583,294.704554,,,,,
,0.092729,1.040225,,2.362012,-0.023414,0.05354,-0.114207,273.084288,-161.757447,111.004283,-189.686256,0.000144,0.000117
,,0.961756,0.056904,0.990097,0.030116,,0.002673,267.802345,,133.181456,-169.591059,,0.005804
1.070284,,0.977523,,1.076718,-0.029103,,-0.065846,,,113.900961,,1.2e-05,9e-06
1.000372,0.179454,0.968474,-0.010764,,0.00828,,-0.006116,266.540703,-167.271277,125.231044,-165.427736,,
0.991581,0.113689,,-0.030812,,0.000774,0.004173,,259.108742,,,-176.477578,,
0.995517,,,,0.321784,,,-0.000205,250.697208,-141.325459,,,,3e-06
0.991598,0.137807,,0.035542,0.17706,0.015399,-0.009009,-0.004669,264.408003,,120.675863,-162.460739,1e-06,
,,0.975945,0.059345,0.578336,,-0.125064,-0.042776,299.964842,-180.052751,131.020138,-200.336905,8e-06,1.1e-05
,-0.143833,,,0.152414,-0.008034,-0.013256,,281.797106,,,-155.063114,8e-06,
,-0.319221,0.548284,0.76347,0.041303,-0.001636,,0.000616,282.632701,-216.082147,93.678993,,4e-06,3e-06
0.992081,,0.540037,0.780235,0.070632,-0.001342,-0.006978,0.00659,281.39775,,,-155.311491,2e-06,6e-06
,-0.16099,,0.900853,0.08199,-0.008066,,,,,,-153.491311,,
0.993682,-0.049387,0.42623,,,0.00361,,0.000773,,-211.697824,98.106711,-150.635814,,4e-06
0.994577,-0.034327,0.398844,,0.110483,-0.009785,-0.007402,-0.022857,260.239602,,80.586177,-142.804466,3e-06,3e-06
,,0.407584,,0.038761,,0.000425,-0.001769,257.545347,-200.018816,,-141.560087,,1e-06
0.993051,,0.409701,,0.032132,,0.001116,-0.001281,258.671759,,,-142.275261,,
0.989912,0.050189,0.448381,,,0.001718,-0.004042,,255.26833,-197.175626,81.434505,,3e-06,
0.995448,-0.084016,0.354722,0.921189,,0.000262,-0.002124,,,,,,,5e-06
0.993296,,0.326971,0.933227,,-0.001678,,0.004945,256.452403,-200.75086,68.748163,-144.00204,9e-06,7e-06
0.995576,-0.03859,0.448203,0.885043,,-0.003468,0.002556,,255.065394,-198.733285,75.894795,,5e-06,
0.990169,-0.107626,0.421059,0.889686,,-0.000662,-6.9e-05,0.001045,,,74.202828,,,5e-06
,-0.059153,0.407985,0.891404,0.115032,,,0.000315,256.753829,-200.208748,74.243113,-142.56545,,5e-06
0.993367,-0.066936,,0.921808,,-0.00662,-0.001592,0.00019,256.440243,-200.263904,71.47752,,2e-06,3e-06
0.994744,-0.015821,0.315952,,0.036941,,0.003173,,254.155588,-198.66976,,-142.60643,4e-06,3e-06
0.992848,-0.060494,0.442618,,,0.006136,-0.002077,-0.000523,257.670641,-200.850655,76.364573,,4e-06,3e-06
0.994306,-0.113088,0.330896,,,-0.001314,,0.001673,259.590634,-202.040896,74.533633,-144.947909,,6e-06
0.991962,-0.149626,0.252233,0.94519,,-0.003257,-0.001145,-0.0008,,-202.608546,,-147.38695,,2e-06
1.015192,-0.050921,-0.034535,-0.138969,0.498175,0.106287,,,267.665756,-186.073925,56.533517,,4.5e-05,3.1e-05
1.014609,-0.003398,-0.283245,,,0.011621,0.009657,,,,47.706641,-213.450103,,
,0.264647,-0.054109,-0.163096,0.473067,0.015372,,-0.026116,,-158.847728,49.095939,-188.922404,,6e-06
0.996524,,0.158879,0.901724,0.017431,,,,226.073494,,54.549112,-147.040387,6e-06,6e-06
,0.433184,0.164788,,0.014052,-0.000759,0.000161,0.001456,226.447126,-164.431308,55.891302,-145.312361,4e-06,3e-06
0.99563,,0.160849,0.893881,0.029955,0.001475,,-0.004841,227.239625,,56.026224,-145.885042,,5e-06
0.994744,0.343238,0.249904,0.898671,,-0.002422,-0.00035,0.002651,227.72758,-165.616614,62.124383,-143.413758,3e-06,5e-06
0.996633,0.243382,0.121447,,0.011204,-0.000101,,0.000694,240.657823,-184.026949,56.943187,,5e-06,4e-06
0.991709,0.218483,0.195516,,,0.001476,,-0.009118,235.714891,-177.743947,58.888373,-143.152068,,
,,0.243471,0.861495,,0.007223,-0.000897,-0.0119,,-152.708088,58.089496,-148.692486,,
,,0.27758,,0.096224,,-0.007341,-0.014343,225.69973,-162.241613,,-144.396031,,7e-06
0.995699,,,0.870441,,0.001225,0.015366,-0.015301,,-189.121426,72.826958,,,5e-06
0.996113,0.195376,0.227272,0.947792,,,-0.001592,-0.000227,237.959921,,,-141.969887,,7e-06
0.995168,0.312424,0.205128,0.9212,0.061067,-0.001738,,,236.909771,-179.104377,63.972161,-141.251384,5e-06,
